"Date","Price","Open","High","Low","Change %"
"Jan 02, 1985","11.687","11.687","11.687","11.687","1.27%"
"Jan 01, 1985","11.541","11.541","11.541","11.541","-0.01%"
"Dec 31, 1984","11.542","11.542","11.542","11.542","0.79%"
"Dec 28, 1984","11.451","11.451","11.451","11.451","0.09%"
"Dec 27, 1984","11.441","11.441","11.441","11.441","0.00%"
"Dec 26, 1984","11.441","11.441","11.441","11.441","1.31%"
"Dec 25, 1984","11.293","11.293","11.293","11.293","0.00%"
"Dec 24, 1984","11.293","11.293","11.293","11.293","-0.33%"
"Dec 21, 1984","11.330","11.330","11.330","11.330","-0.25%"
"Dec 20, 1984","11.358","11.358","11.358","11.358","0.28%"
"Dec 19, 1984","11.326","11.326","11.326","11.326","0.42%"
"Dec 18, 1984","11.279","11.279","11.279","11.279","-1.70%"
"Dec 17, 1984","11.474","11.474","11.474","11.474","-0.65%"
"Dec 14, 1984","11.549","11.549","11.549","11.549","-1.16%"
"Dec 13, 1984","11.685","11.685","11.685","11.685","1.35%"
"Dec 12, 1984","11.529","11.529","11.529","11.529","-0.25%"
"Dec 11, 1984","11.558","11.558","11.558","11.558","-0.82%"
"Dec 10, 1984","11.653","11.653","11.653","11.653","-0.27%"
"Dec 07, 1984","11.685","11.685","11.685","11.685","0.74%"
"Dec 06, 1984","11.599","11.599","11.599","11.599","0.74%"
"Dec 05, 1984","11.514","11.514","11.514","11.514","0.05%"
"Dec 04, 1984","11.508","11.508","11.508","11.508","-0.37%"
"Dec 03, 1984","11.551","11.551","11.551","11.551","-0.36%"
"Nov 30, 1984","11.593","11.593","11.593","11.593","1.32%"
"Nov 29, 1984","11.442","11.442","11.442","11.442","0.36%"
"Nov 28, 1984","11.401","11.401","11.401","11.401","0.86%"
"Nov 27, 1984","11.304","11.304","11.304","11.304","0.04%"
"Nov 26, 1984","11.299","11.299","11.299","11.299","0.45%"
"Nov 23, 1984","11.248","11.248","11.248","11.248","-1.08%"
"Nov 22, 1984","11.371","11.371","11.371","11.371","-0.40%"
"Nov 21, 1984","11.417","11.417","11.417","11.417","-1.39%"
"Nov 20, 1984","11.578","11.578","11.578","11.578","-0.58%"
"Nov 19, 1984","11.646","11.646","11.646","11.646","-0.67%"
"Nov 16, 1984","11.725","11.725","11.725","11.725","-0.32%"
"Nov 15, 1984","11.763","11.763","11.763","11.763","-0.67%"
"Nov 14, 1984","11.842","11.842","11.842","11.842","0.45%"
"Nov 13, 1984","11.789","11.789","11.789","11.789","0.49%"
"Nov 12, 1984","11.731","11.731","11.731","11.731","0.00%"
"Nov 09, 1984","11.731","11.731","11.731","11.731","-0.72%"
"Nov 08, 1984","11.816","11.816","11.816","11.816","0.68%"
"Nov 07, 1984","11.736","11.736","11.736","11.736","1.26%"
"Nov 06, 1984","11.590","11.590","11.590","11.590","0.00%"
"Nov 05, 1984","11.590","11.590","11.590","11.590","-0.50%"
"Nov 02, 1984","11.648","11.648","11.648","11.648","0.04%"
"Nov 01, 1984","11.643","11.643","11.643","11.643","-1.15%"
"Oct 31, 1984","11.779","11.779","11.779","11.779","0.36%"
"Oct 30, 1984","11.737","11.737","11.737","11.737","-1.65%"
"Oct 29, 1984","11.934","11.934","11.934","11.934","-0.31%"
"Oct 26, 1984","11.971","11.971","11.971","11.971","1.35%"
"Oct 25, 1984","11.812","11.812","11.812","11.812","0.72%"
"Oct 24, 1984","11.728","11.728","11.728","11.728","-0.36%"
"Oct 23, 1984","11.770","11.770","11.770","11.770","-0.93%"
"Oct 22, 1984","11.881","11.881","11.881","11.881","-0.27%"
"Oct 19, 1984","11.913","11.913","11.913","11.913","-1.33%"
"Oct 18, 1984","12.074","12.074","12.074","12.074","-1.56%"
"Oct 17, 1984","12.265","12.265","12.265","12.265","-0.36%"
"Oct 16, 1984","12.309","12.309","12.309","12.309","-0.13%"
"Oct 15, 1984","12.325","12.325","12.325","12.325","0.49%"
"Oct 12, 1984","12.265","12.265","12.265","12.265","-0.22%"
"Oct 11, 1984","12.292","12.292","12.292","12.292","-0.45%"
"Oct 10, 1984","12.348","12.348","12.348","12.348","0.05%"
"Oct 09, 1984","12.342","12.342","12.342","12.342","-0.23%"
"Oct 08, 1984","12.370","12.370","12.370","12.370","0.00%"
"Oct 05, 1984","12.370","12.370","12.370","12.370","-1.06%"
"Oct 04, 1984","12.503","12.503","12.503","12.503","-0.13%"
"Oct 03, 1984","12.519","12.519","12.519","12.519","-0.06%"
"Oct 02, 1984","12.526","12.526","12.526","12.526","0.06%"
"Oct 01, 1984","12.519","12.519","12.519","12.519","0.46%"
"Sep 28, 1984","12.462","12.462","12.462","12.462","1.37%"
"Sep 27, 1984","12.293","12.293","12.293","12.293","-1.33%"
"Sep 26, 1984","12.459","12.459","12.459","12.459","-0.66%"
"Sep 25, 1984","12.542","12.542","12.542","12.542","0.26%"
"Sep 24, 1984","12.509","12.509","12.509","12.509","0.63%"
"Sep 21, 1984","12.431","12.431","12.431","12.431","1.38%"
"Sep 20, 1984","12.262","12.262","12.262","12.262","0.23%"
"Sep 19, 1984","12.234","12.234","12.234","12.234","-0.84%"
"Sep 18, 1984","12.338","12.338","12.338","12.338","-0.36%"
"Sep 17, 1984","12.382","12.382","12.382","12.382","-0.23%"
"Sep 14, 1984","12.410","12.410","12.410","12.410","-0.09%"
"Sep 13, 1984","12.421","12.421","12.421","12.421","-0.93%"
"Sep 12, 1984","12.538","12.538","12.538","12.538","0.14%"
"Sep 11, 1984","12.521","12.521","12.521","12.521","-0.67%"
"Sep 10, 1984","12.605","12.605","12.605","12.605","-0.66%"
"Sep 07, 1984","12.689","12.689","12.689","12.689","-0.80%"
"Sep 06, 1984","12.791","12.791","12.791","12.791","-0.88%"
"Sep 05, 1984","12.905","12.905","12.905","12.905","0.30%"
"Sep 04, 1984","12.866","12.866","12.866","12.866","0.67%"
"Sep 03, 1984","12.780","12.780","12.780","12.780","-0.61%"
"Aug 31, 1984","12.858","12.858","12.858","12.858","-0.05%"
"Aug 30, 1984","12.864","12.864","12.864","12.864","0.09%"
"Aug 29, 1984","12.852","12.852","12.852","12.852","0.22%"
"Aug 28, 1984","12.824","12.824","12.824","12.824","0.27%"
"Aug 27, 1984","12.790","12.790","12.790","12.790","0.71%"
"Aug 24, 1984","12.700","12.700","12.700","12.700","-0.13%"
"Aug 23, 1984","12.717","12.717","12.717","12.717","0.31%"
"Aug 22, 1984","12.678","12.678","12.678","12.678","-0.09%"
"Aug 21, 1984","12.689","12.689","12.689","12.689","-0.35%"
"Aug 20, 1984","12.734","12.734","12.734","12.734","0.09%"
"Aug 17, 1984","12.722","12.722","12.722","12.722","0.13%"
"Aug 16, 1984","12.706","12.706","12.706","12.706","-0.39%"
"Aug 15, 1984","12.756","12.756","12.756","12.756","0.53%"
"Aug 14, 1984","12.689","12.689","12.689","12.689","-0.44%"
"Aug 13, 1984","12.745","12.745","12.745","12.745","0.75%"
"Aug 10, 1984","12.650","12.650","12.650","12.650","0.13%"
"Aug 09, 1984","12.633","12.633","12.633","12.633","-0.27%"
"Aug 08, 1984","12.667","12.667","12.667","12.667","-0.09%"
"Aug 07, 1984","12.678","12.678","12.678","12.678","-0.31%"
"Aug 06, 1984","12.717","12.717","12.717","12.717","1.02%"
"Aug 03, 1984","12.589","12.589","12.589","12.589","-1.10%"
"Aug 02, 1984","12.729","12.729","12.729","12.729","-0.48%"
"Aug 01, 1984","12.790","12.790","12.790","12.790","-0.83%"
"Jul 31, 1984","12.897","12.897","12.897","12.897","-1.04%"
"Jul 30, 1984","13.033","13.033","13.033","13.033","0.74%"
"Jul 27, 1984","12.937","12.937","12.937","12.937","0.49%"
"Jul 26, 1984","12.874","12.874","12.874","12.874","-1.27%"
"Jul 25, 1984","13.039","13.039","13.039","13.039","-1.91%"
"Jul 24, 1984","13.293","13.293","13.293","13.293","-0.26%"
"Jul 23, 1984","13.328","13.328","13.328","13.328","-0.13%"
"Jul 20, 1984","13.346","13.346","13.346","13.346","0.84%"
"Jul 19, 1984","13.235","13.235","13.235","13.235","-0.53%"
"Jul 18, 1984","13.305","13.305","13.305","13.305","-0.39%"
"Jul 17, 1984","13.357","13.357","13.357","13.357","0.44%"
"Jul 16, 1984","13.299","13.299","13.299","13.299","0.14%"
"Jul 13, 1984","13.281","13.281","13.281","13.281","-0.87%"
"Jul 12, 1984","13.398","13.398","13.398","13.398","-0.95%"
"Jul 11, 1984","13.527","13.527","13.527","13.527","0.12%"
"Jul 10, 1984","13.511","13.511","13.511","13.511","0.36%"
"Jul 09, 1984","13.463","13.463","13.463","13.463","-1.99%"
"Jul 06, 1984","13.737","13.737","13.737","13.737","-0.04%"
"Jul 05, 1984","13.742","13.742","13.742","13.742","-0.27%"
"Jul 04, 1984","13.779","13.779","13.779","13.779","0.00%"
"Jul 03, 1984","13.779","13.779","13.779","13.779","-0.53%"
"Jul 02, 1984","13.852","13.852","13.852","13.852","0.18%"
"Jun 29, 1984","13.827","13.827","13.827","13.827","0.35%"
"Jun 28, 1984","13.779","13.779","13.779","13.779","0.31%"
"Jun 27, 1984","13.736","13.736","13.736","13.736","-0.27%"
"Jun 26, 1984","13.773","13.773","13.773","13.773","0.40%"
"Jun 25, 1984","13.718","13.718","13.718","13.718","-0.05%"
"Jun 22, 1984","13.725","13.725","13.725","13.725","0.18%"
"Jun 21, 1984","13.701","13.701","13.701","13.701","0.66%"
"Jun 20, 1984","13.611","13.611","13.611","13.611","1.89%"
"Jun 19, 1984","13.358","13.358","13.358","13.358","0.88%"
"Jun 18, 1984","13.241","13.241","13.241","13.241","0.43%"
"Jun 15, 1984","13.184","13.184","13.184","13.184","-1.34%"
"Jun 14, 1984","13.363","13.363","13.363","13.363","-0.44%"
"Jun 13, 1984","13.422","13.422","13.422","13.422","-0.78%"
"Jun 12, 1984","13.528","13.528","13.528","13.528","-0.27%"
"Jun 11, 1984","13.564","13.564","13.564","13.564","0.92%"
"Jun 08, 1984","13.440","13.440","13.440","13.440","-0.57%"
"Jun 07, 1984","13.517","13.517","13.517","13.517","-0.04%"
"Jun 06, 1984","13.522","13.522","13.522","13.522","1.36%"
"Jun 05, 1984","13.341","13.341","13.341","13.341","-0.44%"
"Jun 04, 1984","13.400","13.400","13.400","13.400","-1.56%"
"Jun 01, 1984","13.612","13.612","13.612","13.612","-1.88%"
"May 31, 1984","13.873","13.873","13.873","13.873","-0.57%"
"May 30, 1984","13.952","13.952","13.952","13.952","0.66%"
"May 29, 1984","13.860","13.860","13.860","13.860","1.05%"
"May 28, 1984","13.716","13.716","13.716","13.716","0.00%"
"May 25, 1984","13.716","13.716","13.716","13.716","0.38%"
"May 24, 1984","13.664","13.664","13.664","13.664","1.46%"
"May 23, 1984","13.467","13.467","13.467","13.467","0.06%"
"May 22, 1984","13.459","13.459","13.459","13.459","0.85%"
"May 21, 1984","13.346","13.346","13.346","13.346","-0.57%"
"May 18, 1984","13.422","13.422","13.422","13.422","-0.27%"
"May 17, 1984","13.459","13.459","13.459","13.459","0.66%"
"May 16, 1984","13.371","13.371","13.371","13.371","-0.56%"
"May 15, 1984","13.446","13.446","13.446","13.446","-0.66%"
"May 14, 1984","13.535","13.535","13.535","13.535","0.71%"
"May 11, 1984","13.439","13.439","13.439","13.439","1.77%"
"May 10, 1984","13.205","13.205","13.205","13.205","0.38%"
"May 09, 1984","13.155","13.155","13.155","13.155","0.76%"
"May 08, 1984","13.056","13.056","13.056","13.056","-0.37%"
"May 07, 1984","13.105","13.105","13.105","13.105","1.32%"
"May 04, 1984","12.934","12.934","12.934","12.934","0.62%"
"May 03, 1984","12.854","12.854","12.854","12.854","0.19%"
"May 02, 1984","12.830","12.830","12.830","12.830","0.24%"
"May 01, 1984","12.799","12.799","12.799","12.799","0.00%"
"Apr 30, 1984","12.799","12.799","12.799","12.799","0.29%"
"Apr 27, 1984","12.762","12.762","12.762","12.762","0.99%"
"Apr 26, 1984","12.637","12.637","12.637","12.637","-0.13%"
"Apr 25, 1984","12.654","12.654","12.654","12.654","-0.46%"
"Apr 24, 1984","12.713","12.713","12.713","12.713","-0.38%"
"Apr 23, 1984","12.761","12.761","12.761","12.761","0.19%"
"Apr 20, 1984","12.737","12.737","12.737","12.737","0.01%"
"Apr 19, 1984","12.736","12.736","12.736","12.736","0.57%"
"Apr 18, 1984","12.664","12.664","12.664","12.664","1.04%"
"Apr 17, 1984","12.534","12.534","12.534","12.534","-0.37%"
"Apr 16, 1984","12.581","12.581","12.581","12.581","0.29%"
"Apr 13, 1984","12.545","12.545","12.545","12.545","1.46%"
"Apr 12, 1984","12.365","12.365","12.365","12.365","-0.79%"
"Apr 11, 1984","12.463","12.463","12.463","12.463","-0.18%"
"Apr 10, 1984","12.486","12.486","12.486","12.486","0.33%"
"Apr 09, 1984","12.445","12.445","12.445","12.445","-0.22%"
"Apr 06, 1984","12.473","12.473","12.473","12.473","-1.12%"
"Apr 05, 1984","12.614","12.614","12.614","12.614","-0.18%"
"Apr 04, 1984","12.637","12.637","12.637","12.637","0.19%"
"Apr 03, 1984","12.613","12.613","12.613","12.613","0.75%"
"Apr 02, 1984","12.519","12.519","12.519","12.519","0.14%"
"Mar 30, 1984","12.502","12.502","12.502","12.502","0.94%"
"Mar 29, 1984","12.385","12.385","12.385","12.385","-0.14%"
"Mar 28, 1984","12.402","12.402","12.402","12.402","-0.28%"
"Mar 27, 1984","12.437","12.437","12.437","12.437","0.14%"
"Mar 26, 1984","12.419","12.419","12.419","12.419","-0.23%"
"Mar 23, 1984","12.448","12.448","12.448","12.448","-0.04%"
"Mar 22, 1984","12.453","12.453","12.453","12.453","0.23%"
"Mar 21, 1984","12.424","12.424","12.424","12.424","0.14%"
"Mar 20, 1984","12.407","12.407","12.407","12.407","-0.13%"
"Mar 19, 1984","12.423","12.423","12.423","12.423","0.98%"
"Mar 16, 1984","12.302","12.302","12.302","12.302","0.19%"
"Mar 15, 1984","12.279","12.279","12.279","12.279","-0.51%"
"Mar 14, 1984","12.342","12.342","12.342","12.342","0.85%"
"Mar 13, 1984","12.238","12.238","12.238","12.238","0.18%"
"Mar 12, 1984","12.216","12.216","12.216","12.216","-0.28%"
"Mar 09, 1984","12.250","12.250","12.250","12.250","0.33%"
"Mar 08, 1984","12.210","12.210","12.210","12.210","0.15%"
"Mar 07, 1984","12.192","12.192","12.192","12.192","1.07%"
"Mar 06, 1984","12.063","12.063","12.063","12.063","0.18%"
"Mar 05, 1984","12.041","12.041","12.041","12.041","0.75%"
"Mar 02, 1984","11.951","11.951","11.951","11.951","-0.79%"
"Mar 01, 1984","12.046","12.046","12.046","12.046","0.33%"
"Feb 29, 1984","12.006","12.006","12.006","12.006","-0.55%"
"Feb 28, 1984","12.073","12.073","12.073","12.073","0.42%"
"Feb 27, 1984","12.023","12.023","12.023","12.023","0.52%"
"Feb 24, 1984","11.961","11.961","11.961","11.961","-0.61%"
"Feb 23, 1984","12.035","12.035","12.035","12.035","1.18%"
"Feb 22, 1984","11.895","11.895","11.895","11.895","0.14%"
"Feb 21, 1984","11.878","11.878","11.878","11.878","-0.19%"
"Feb 20, 1984","11.901","11.901","11.901","11.901","0.00%"
"Feb 17, 1984","11.901","11.901","11.901","11.901","0.85%"
"Feb 16, 1984","11.801","11.801","11.801","11.801","0.09%"
"Feb 15, 1984","11.790","11.790","11.790","11.790","-0.24%"
"Feb 14, 1984","11.818","11.818","11.818","11.818","0.24%"
"Feb 13, 1984","11.790","11.790","11.790","11.790","0.00%"
"Feb 10, 1984","11.790","11.790","11.790","11.790","0.61%"
"Feb 09, 1984","11.719","11.719","11.719","11.719","0.27%"
"Feb 08, 1984","11.687","11.687","11.687","11.687","0.05%"
"Feb 07, 1984","11.681","11.681","11.681","11.681","0.14%"
"Feb 06, 1984","11.665","11.665","11.665","11.665","0.66%"
"Feb 03, 1984","11.589","11.589","11.589","11.589","0.04%"
"Feb 02, 1984","11.584","11.584","11.584","11.584","-0.37%"
"Feb 01, 1984","11.627","11.627","11.627","11.627","-0.09%"
"Jan 31, 1984","11.638","11.638","11.638","11.638","0.04%"
"Jan 30, 1984","11.633","11.633","11.633","11.633","0.33%"
"Jan 27, 1984","11.595","11.595","11.595","11.595","-0.05%"
"Jan 26, 1984","11.601","11.601","11.601","11.601","-0.09%"
"Jan 25, 1984","11.612","11.612","11.612","11.612","0.15%"
"Jan 24, 1984","11.595","11.595","11.595","11.595","-0.05%"
"Jan 23, 1984","11.601","11.601","11.601","11.601","-0.14%"
"Jan 20, 1984","11.617","11.617","11.617","11.617","0.37%"
"Jan 19, 1984","11.574","11.574","11.574","11.574","-0.15%"
"Jan 18, 1984","11.591","11.591","11.591","11.591","0.37%"
"Jan 17, 1984","11.548","11.548","11.548","11.548","0.23%"
"Jan 16, 1984","11.521","11.521","11.521","11.521","-0.19%"
"Jan 13, 1984","11.543","11.543","11.543","11.543","-1.65%"
"Jan 12, 1984","11.737","11.737","11.737","11.737","0.09%"
"Jan 11, 1984","11.726","11.726","11.726","11.726","0.32%"
"Jan 10, 1984","11.689","11.689","11.689","11.689","-0.32%"
"Jan 09, 1984","11.726","11.726","11.726","11.726","0.09%"
"Jan 06, 1984","11.716","11.716","11.716","11.716","-0.23%"
"Jan 05, 1984","11.743","11.743","11.743","11.743","-0.14%"
"Jan 04, 1984","11.760","11.760","11.760","11.760","-0.55%"
"Jan 03, 1984","11.825","11.825","11.825","11.825","0.36%"
"Jan 02, 1984","11.782","11.782","11.782","11.782","0.01%"
"Dec 30, 1983","11.781","11.781","11.781","11.781","0.22%"
"Dec 29, 1983","11.755","11.755","11.755","11.755","-0.19%"
"Dec 28, 1983","11.777","11.777","11.777","11.777","0.55%"
"Dec 27, 1983","11.712","11.712","11.712","11.712","-0.45%"
"Dec 26, 1983","11.765","11.765","11.765","11.765","-0.01%"
"Dec 23, 1983","11.766","11.766","11.766","11.766","0.23%"
"Dec 22, 1983","11.739","11.739","11.739","11.739","-0.55%"
"Dec 21, 1983","11.804","11.804","11.804","11.804","-0.23%"
"Dec 20, 1983","11.831","11.831","11.831","11.831","-0.05%"
"Dec 19, 1983","11.837","11.837","11.837","11.837","-0.09%"
"Dec 16, 1983","11.848","11.848","11.848","11.848","-0.70%"
"Dec 15, 1983","11.931","11.931","11.931","11.931","-0.04%"
"Dec 14, 1983","11.936","11.936","11.936","11.936","0.13%"
"Dec 13, 1983","11.920","11.920","11.920","11.920","0.64%"
"Dec 12, 1983","11.844","11.844","11.844","11.844","-0.19%"
"Dec 09, 1983","11.866","11.866","11.866","11.866","0.05%"
"Dec 08, 1983","11.860","11.860","11.860","11.860","0.82%"
"Dec 07, 1983","11.763","11.763","11.763","11.763","0.28%"
"Dec 06, 1983","11.730","11.730","11.730","11.730","-0.09%"
"Dec 05, 1983","11.741","11.741","11.741","11.741","0.18%"
"Dec 02, 1983","11.720","11.720","11.720","11.720","0.96%"
"Dec 01, 1983","11.608","11.608","11.608","11.608","-0.03%"
"Nov 30, 1983","11.611","11.611","11.611","11.611","0.18%"
"Nov 29, 1983","11.590","11.590","11.590","11.590","-0.14%"
"Nov 28, 1983","11.606","11.606","11.606","11.606","0.42%"
"Nov 25, 1983","11.557","11.557","11.557","11.557","-0.28%"
"Nov 24, 1983","11.589","11.589","11.589","11.589","0.00%"
"Nov 23, 1983","11.589","11.589","11.589","11.589","0.28%"
"Nov 22, 1983","11.557","11.557","11.557","11.557","-0.79%"
"Nov 21, 1983","11.649","11.649","11.649","11.649","-0.60%"
"Nov 18, 1983","11.719","11.719","11.719","11.719","0.04%"
"Nov 17, 1983","11.714","11.714","11.714","11.714","0.28%"
"Nov 16, 1983","11.681","11.681","11.681","11.681","0.00%"
"Nov 15, 1983","11.681","11.681","11.681","11.681","0.15%"
"Nov 14, 1983","11.664","11.664","11.664","11.664","-0.55%"
"Nov 11, 1983","11.729","11.729","11.729","11.729","0.00%"
"Nov 10, 1983","11.729","11.729","11.729","11.729","-0.65%"
"Nov 09, 1983","11.806","11.806","11.806","11.806","-0.08%"
"Nov 08, 1983","11.816","11.816","11.816","11.816","0.00%"
"Nov 07, 1983","11.816","11.816","11.816","11.816","0.00%"
"Nov 04, 1983","11.816","11.816","11.816","11.816","0.83%"
"Nov 03, 1983","11.719","11.719","11.719","11.719","0.42%"
"Nov 02, 1983","11.670","11.670","11.670","11.670","0.14%"
"Nov 01, 1983","11.654","11.654","11.654","11.654","-0.45%"
"Oct 31, 1983","11.707","11.707","11.707","11.707","0.41%"
"Oct 28, 1983","11.659","11.659","11.659","11.659","0.32%"
"Oct 27, 1983","11.622","11.622","11.622","11.622","-0.41%"
"Oct 26, 1983","11.670","11.670","11.670","11.670","0.04%"
"Oct 25, 1983","11.665","11.665","11.665","11.665","0.37%"
"Oct 24, 1983","11.622","11.622","11.622","11.622","1.97%"
"Oct 21, 1983","11.398","11.398","11.398","11.398","-0.43%"
"Oct 20, 1983","11.447","11.447","11.447","11.447","-0.04%"
"Oct 19, 1983","11.452","11.452","11.452","11.452","-0.04%"
"Oct 18, 1983","11.457","11.457","11.457","11.457","0.19%"
"Oct 17, 1983","11.435","11.435","11.435","11.435","-0.93%"
"Oct 14, 1983","11.542","11.542","11.542","11.542","-0.65%"
"Oct 13, 1983","11.617","11.617","11.617","11.617","0.55%"
"Oct 12, 1983","11.553","11.553","11.553","11.553","0.14%"
"Oct 11, 1983","11.537","11.537","11.537","11.537","2.10%"
"Oct 10, 1983","11.300","11.300","11.300","11.300","0.00%"
"Oct 07, 1983","11.300","11.300","11.300","11.300","0.35%"
"Oct 06, 1983","11.261","11.261","11.261","11.261","-0.43%"
"Oct 05, 1983","11.310","11.310","11.310","11.310","-1.02%"
"Oct 04, 1983","11.426","11.426","11.426","11.426","0.04%"
"Oct 03, 1983","11.421","11.421","11.421","11.421","0.24%"
"Sep 30, 1983","11.394","11.394","11.394","11.394","-0.57%"
"Sep 29, 1983","11.459","11.459","11.459","11.459","0.04%"
"Sep 28, 1983","11.454","11.454","11.454","11.454","0.41%"
"Sep 27, 1983","11.407","11.407","11.407","11.407","0.24%"
"Sep 26, 1983","11.380","11.380","11.380","11.380","-0.78%"
"Sep 23, 1983","11.469","11.469","11.469","11.469","-0.83%"
"Sep 22, 1983","11.565","11.565","11.565","11.565","-0.41%"
"Sep 21, 1983","11.613","11.613","11.613","11.613","0.55%"
"Sep 20, 1983","11.549","11.549","11.549","11.549","-0.64%"
"Sep 19, 1983","11.623","11.623","11.623","11.623","-0.28%"
"Sep 16, 1983","11.656","11.656","11.656","11.656","-1.14%"
"Sep 15, 1983","11.790","11.790","11.790","11.790","0.55%"
"Sep 14, 1983","11.726","11.726","11.726","11.726","1.24%"
"Sep 13, 1983","11.582","11.582","11.582","11.582","0.46%"
"Sep 12, 1983","11.529","11.529","11.529","11.529","-1.50%"
"Sep 09, 1983","11.705","11.705","11.705","11.705","-0.23%"
"Sep 08, 1983","11.732","11.732","11.732","11.732","0.51%"
"Sep 07, 1983","11.673","11.673","11.673","11.673","-1.37%"
"Sep 06, 1983","11.835","11.835","11.835","11.835","-1.37%"
"Sep 05, 1983","11.999","11.999","11.999","11.999","0.00%"
"Sep 02, 1983","11.999","11.999","11.999","11.999","0.42%"
"Sep 01, 1983","11.949","11.949","11.949","11.949","1.28%"
"Aug 31, 1983","11.798","11.798","11.798","11.798","0.75%"
"Aug 30, 1983","11.710","11.710","11.710","11.710","0.25%"
"Aug 29, 1983","11.681","11.681","11.681","11.681","1.81%"
"Aug 26, 1983","11.473","11.473","11.473","11.473","0.41%"
"Aug 25, 1983","11.426","11.426","11.426","11.426","0.50%"
"Aug 24, 1983","11.369","11.369","11.369","11.369","-0.25%"
"Aug 23, 1983","11.397","11.397","11.397","11.397","0.31%"
"Aug 22, 1983","11.362","11.362","11.362","11.362","-1.69%"
"Aug 19, 1983","11.557","11.557","11.557","11.557","0.36%"
"Aug 18, 1983","11.515","11.515","11.515","11.515","0.20%"
"Aug 17, 1983","11.492","11.492","11.492","11.492","-0.79%"
"Aug 16, 1983","11.584","11.584","11.584","11.584","-0.24%"
"Aug 15, 1983","11.612","11.612","11.612","11.612","-1.68%"
"Aug 12, 1983","11.811","11.811","11.811","11.811","-0.58%"
"Aug 11, 1983","11.880","11.880","11.880","11.880","-1.39%"
"Aug 10, 1983","12.047","12.047","12.047","12.047","0.36%"
"Aug 09, 1983","12.004","12.004","12.004","12.004","-0.35%"
"Aug 08, 1983","12.046","12.046","12.046","12.046","0.96%"
"Aug 05, 1983","11.932","11.932","11.932","11.932","0.16%"
"Aug 04, 1983","11.913","11.913","11.913","11.913","1.15%"
"Aug 03, 1983","11.778","11.778","11.778","11.778","0.31%"
"Aug 02, 1983","11.742","11.742","11.742","11.742","-0.25%"
"Aug 01, 1983","11.771","11.771","11.771","11.771","0.30%"
"Jul 29, 1983","11.736","11.736","11.736","11.736","0.81%"
"Jul 28, 1983","11.642","11.642","11.642","11.642","1.45%"
"Jul 27, 1983","11.476","11.476","11.476","11.476","0.20%"
"Jul 26, 1983","11.453","11.453","11.453","11.453","0.60%"
"Jul 25, 1983","11.385","11.385","11.385","11.385","-0.29%"
"Jul 22, 1983","11.418","11.418","11.418","11.418","0.95%"
"Jul 21, 1983","11.310","11.310","11.310","11.310","0.35%"
"Jul 20, 1983","11.271","11.271","11.271","11.271","-0.44%"
"Jul 19, 1983","11.321","11.321","11.321","11.321","-0.44%"
"Jul 18, 1983","11.371","11.371","11.371","11.371","-1.04%"
"Jul 15, 1983","11.490","11.490","11.490","11.490","1.21%"
"Jul 14, 1983","11.353","11.353","11.353","11.353","-0.15%"
"Jul 13, 1983","11.370","11.370","11.370","11.370","-0.35%"
"Jul 12, 1983","11.410","11.410","11.410","11.410","1.40%"
"Jul 11, 1983","11.252","11.252","11.252","11.252","-0.50%"
"Jul 08, 1983","11.308","11.308","11.308","11.308","0.40%"
"Jul 07, 1983","11.263","11.263","11.263","11.263","1.10%"
"Jul 06, 1983","11.140","11.140","11.140","11.140","-0.40%"
"Jul 05, 1983","11.185","11.185","11.185","11.185","2.42%"
"Jul 04, 1983","10.921","10.921","10.921","10.921","0.00%"
"Jul 01, 1983","10.921","10.921","10.921","10.921","-0.05%"
"Jun 30, 1983","10.926","10.926","10.926","10.926","-0.35%"
"Jun 29, 1983","10.964","10.964","10.964","10.964","-0.44%"
"Jun 28, 1983","11.013","11.013","11.013","11.013","-0.64%"
"Jun 27, 1983","11.084","11.084","11.084","11.084","1.95%"
"Jun 24, 1983","10.872","10.872","10.872","10.872","0.01%"
"Jun 23, 1983","10.871","10.871","10.871","10.871","0.55%"
"Jun 22, 1983","10.812","10.812","10.812","10.812","0.40%"
"Jun 21, 1983","10.769","10.769","10.769","10.769","-0.05%"
"Jun 20, 1983","10.774","10.774","10.774","10.774","1.10%"
"Jun 17, 1983","10.657","10.657","10.657","10.657","0.25%"
"Jun 16, 1983","10.630","10.630","10.630","10.630","-0.69%"
"Jun 15, 1983","10.704","10.704","10.704","10.704","-0.40%"
"Jun 14, 1983","10.747","10.747","10.747","10.747","0.15%"
"Jun 13, 1983","10.731","10.731","10.731","10.731","-1.38%"
"Jun 10, 1983","10.881","10.881","10.881","10.881","0.25%"
"Jun 09, 1983","10.854","10.854","10.854","10.854","-0.39%"
"Jun 08, 1983","10.897","10.897","10.897","10.897","0.60%"
"Jun 07, 1983","10.832","10.832","10.832","10.832","0.64%"
"Jun 06, 1983","10.763","10.763","10.763","10.763","-0.14%"
"Jun 03, 1983","10.778","10.778","10.778","10.778","0.20%"
"Jun 02, 1983","10.757","10.757","10.757","10.757","0.10%"
"Jun 01, 1983","10.746","10.746","10.746","10.746","-1.00%"
"May 31, 1983","10.854","10.854","10.854","10.854","0.78%"
"May 30, 1983","10.770","10.770","10.770","10.770","1.09%"
"May 27, 1983","10.654","10.654","10.654","10.654","0.00%"
